iter	Recall	Logloss
128	0.8601630927	0.3078541669
129	0.8604651163	0.3076081923
130	0.8601630927	0.3073822102
131	0.8601630927	0.3069645483
132	0.8598610692	0.3066942766
133	0.8595590456	0.3065110264
134	0.8595590456	0.3061824105
135	0.859257022	0.3054210681
136	0.8595590456	0.305227999
137	0.8595590456	0.3049616052
138	0.8589549985	0.3046831156
139	0.8595590456	0.3044817766
140	0.859257022	0.3041818048
141	0.8583509514	0.3037993752
142	0.8583509514	0.3035793369
143	0.8589549985	0.3031424763
144	0.8589549985	0.3029191701
145	0.8586529749	0.3026057041
146	0.8595590456	0.3022879042
147	0.8601630927	0.302150816
148	0.8601630927	0.301973193
149	0.8595590456	0.3017909669
150	0.8604651163	0.3013742234
151	0.8598610692	0.3010740175
152	0.8598610692	0.3007890545
153	0.8601630927	0.3005520706
154	0.8595590456	0.3004158092
155	0.8601630927	0.3002351274
156	0.8601630927	0.2998516685
157	0.8607671398	0.299530093
158	0.8601630927	0.2993119983
159	0.8601630927	0.299127996
160	0.8604651163	0.2989537318
161	0.8607671398	0.2987680374
162	0.8607671398	0.298539117
163	0.8607671398	0.2983486555
164	0.8604651163	0.2981648935
165	0.8595590456	0.2979752914
166	0.8601630927	0.2975897091
167	0.8607671398	0.2974257977
168	0.8604651163	0.2971979711
169	0.8604651163	0.2970594976
170	0.8604651163	0.2967220495
171	0.8604651163	0.2965417666
172	0.8610691634	0.2963481031
173	0.8610691634	0.2961803558
174	0.8610691634	0.2960388609
175	0.861371187	0.2957835542
176	0.8610691634	0.2955206485
177	0.8610691634	0.2954139805
178	0.861371187	0.2952815216
179	0.8607671398	0.2951636541
180	0.8601630927	0.2949911677
181	0.8607671398	0.2948473098
182	0.8607671398	0.2946092733
183	0.8607671398	0.2944457863
184	0.8616732105	0.2940035436
185	0.8619752341	0.2937318819
186	0.8625792812	0.2935065127
187	0.8625792812	0.2933410963
188	0.8625792812	0.2930666417
189	0.8631833283	0.2929052203
190	0.8628813047	0.2927328806
191	0.8628813047	0.2925519203
192	0.8628813047	0.2923092776
193	0.8625792812	0.2921422326
194	0.8622772576	0.2919577196
195	0.8634853519	0.29146413
196	0.8634853519	0.2912272423
197	0.8637873754	0.2910595028
198	0.864089399	0.2904986347
199	0.864089399	0.2900036265
200	0.8637873754	0.2898554751
201	0.8646934461	0.2897297022
202	0.8637873754	0.2895757673
203	0.864089399	0.2893641213
204	0.864089399	0.288968461
205	0.864089399	0.2887829694
206	0.8643914225	0.2886271214
207	0.8646934461	0.2883843048
208	0.8634853519	0.2880536543
209	0.8637873754	0.2879570087
210	0.864089399	0.2875791405
211	0.864089399	0.2872779591
212	0.8643914225	0.2870570154
213	0.8646934461	0.2869149136
214	0.8643914225	0.2868086901
215	0.864089399	0.2865390667
216	0.8637873754	0.2863123112
217	0.8637873754	0.2860548689
218	0.8637873754	0.2858357021
219	0.8637873754	0.285614817
220	0.864089399	0.2854999554
221	0.8637873754	0.2853881095
222	0.8646934461	0.2852775498
223	0.8649954696	0.2851245268
224	0.8649954696	0.2848985126
225	0.8655995168	0.2846824474
226	0.8652974932	0.2845750413
227	0.8652974932	0.2844217766
228	0.8659015403	0.2842446343
229	0.8659015403	0.2840966238
230	0.8659015403	0.2840498542
231	0.8659015403	0.2839484512
232	0.8659015403	0.2838630055
233	0.8662035639	0.2837230091
234	0.8662035639	0.2836091409
235	0.8659015403	0.2833496555
236	0.8662035639	0.2832399311
237	0.8662035639	0.2831448463
238	0.8662035639	0.2830695133
239	0.8655995168	0.2828616251
240	0.8659015403	0.2825946977
241	0.8662035639	0.2824819221
242	0.8662035639	0.282382973
243	0.8665055874	0.2822769644
244	0.8665055874	0.28220412
245	0.8665055874	0.2820391495
246	0.8665055874	0.2818455758
247	0.8665055874	0.2815555371
248	0.866807611	0.2813792985
249	0.8665055874	0.2812684719
250	0.8671096346	0.2811485019
251	0.8677136817	0.2809129199
252	0.8674116581	0.280777968
253	0.8677136817	0.2806797604
254	0.866807611	0.2804749629
255	0.866807611	0.2803230562
256	0.866807611	0.2801769924
257	0.8671096346	0.2799881939
258	0.8665055874	0.2798616617
259	0.866807611	0.2797405814
260	0.866807611	0.2795875836
261	0.8671096346	0.2794348936
262	0.8671096346	0.2792963731
263	0.8671096346	0.2791542481
264	0.8671096346	0.27897828
265	0.866807611	0.2788702484
266	0.866807611	0.2786869041
267	0.8665055874	0.2785343179
268	0.8662035639	0.2783428068
269	0.8665055874	0.2782733238
270	0.8662035639	0.2781588255
271	0.8665055874	0.2779889294
272	0.866807611	0.2778433298
273	0.866807611	0.2777184771
274	0.866807611	0.2774163551
275	0.866807611	0.2772026514
276	0.8671096346	0.2770561547
277	0.8665055874	0.2769603823
278	0.8665055874	0.2768678622
279	0.8662035639	0.2766752573
280	0.8662035639	0.2764878072
281	0.8662035639	0.2763723178
282	0.8662035639	0.2762682329
283	0.8655995168	0.276155631
284	0.8662035639	0.275950777
285	0.8662035639	0.2758634829
286	0.866807611	0.275590656
287	0.866807611	0.2754976955
288	0.866807611	0.2754087029
289	0.8674116581	0.27523392
290	0.8671096346	0.2751565236
291	0.8677136817	0.275016005
292	0.8674116581	0.2749470543
293	0.8677136817	0.2747729116
294	0.8674116581	0.2746057542
295	0.8674116581	0.2745362632
296	0.8674116581	0.2744295392
297	0.8674116581	0.274299442
298	0.8677136817	0.2742202368
299	0.8677136817	0.274126324
300	0.8674116581	0.2740374203
301	0.8671096346	0.2739768921
302	0.8671096346	0.273898506
303	0.8674116581	0.2737432162
304	0.8674116581	0.2736232238
305	0.8674116581	0.2735233055
306	0.8674116581	0.2734299349
307	0.8674116581	0.2732260606
308	0.866807611	0.2730894944
309	0.866807611	0.2729796429
310	0.866807611	0.2728468007
311	0.8671096346	0.2727295113
312	0.866807611	0.2725611118
313	0.866807611	0.2724043296
314	0.866807611	0.2723429998
315	0.866807611	0.2721995027
316	0.866807611	0.272110057
317	0.866807611	0.2719674064
318	0.8674116581	0.2718183937
319	0.8677136817	0.2717439667
320	0.8677136817	0.2716020083
321	0.8677136817	0.2714492109
322	0.8677136817	0.2712895897
323	0.8677136817	0.27119094
324	0.8683177288	0.2710246617
325	0.8686197523	0.2708620149
326	0.8686197523	0.2707663324
327	0.8692237995	0.2705827062
328	0.8689217759	0.2703774316
329	0.869525823	0.2702878062
330	0.869525823	0.2701947896
331	0.869525823	0.2700895559
332	0.8692237995	0.2700179156
333	0.869525823	0.2698520111
334	0.8701298701	0.2696723691
335	0.8698278466	0.2695068994
336	0.8698278466	0.2694031601
337	0.8698278466	0.2692260179
338	0.8704318937	0.2690467544
339	0.8707339172	0.2689272819
340	0.8704318937	0.2687895014
341	0.8704318937	0.268639797
342	0.8704318937	0.2685614673
343	0.8704318937	0.2684198142
344	0.8701298701	0.2682713158
345	0.8701298701	0.2680576942
346	0.8704318937	0.2679227849
347	0.8704318937	0.26784601
348	0.8704318937	0.2677421434
349	0.8704318937	0.2676578974
350	0.8704318937	0.2675304137
351	0.8704318937	0.2673112239
352	0.8704318937	0.2671995527
353	0.8704318937	0.2669618354
354	0.8704318937	0.2668791485
355	0.8701298701	0.2667789405
356	0.8701298701	0.2666659545
357	0.8704318937	0.2665185597
358	0.8701298701	0.2663923959
359	0.8701298701	0.2662422292
360	0.8698278466	0.2661828243
361	0.8701298701	0.2660675914
362	0.8701298701	0.2659461461
363	0.8704318937	0.2658388806
364	0.8704318937	0.2657588966
365	0.8704318937	0.2655826833
366	0.8707339172	0.2655159059
367	0.8707339172	0.2654368443
368	0.8704318937	0.2653577035
369	0.8704318937	0.2652515631
370	0.8701298701	0.2650791779
371	0.8698278466	0.2649863039
372	0.8698278466	0.2647335547
373	0.8698278466	0.2646092621
374	0.8704318937	0.2642661628
375	0.8701298701	0.2641530227
376	0.8704318937	0.2640344587
377	0.8704318937	0.2639511008
378	0.8707339172	0.2638616476
379	0.8707339172	0.2637622071
380	0.8704318937	0.2636390285
381	0.8710359408	0.2635297671
382	0.8707339172	0.2634538649
383	0.8713379644	0.26334989
384	0.8716399879	0.2631457699
385	0.8716399879	0.2630779636
386	0.8716399879	0.2629544269
387	0.8719420115	0.2627907267
388	0.8719420115	0.2627301665
389	0.8716399879	0.2626172914
390	0.8716399879	0.2624750812
391	0.8716399879	0.26230573
392	0.8719420115	0.2621545901
393	0.8716399879	0.2620761945
394	0.8719420115	0.2619198063
395	0.8716399879	0.2618108365
396	0.8713379644	0.2616878057
397	0.8716399879	0.2615995619
398	0.8719420115	0.2614814097
399	0.8725460586	0.2614080619
400	0.8716399879	0.2613136701
401	0.8716399879	0.2612173966
402	0.8716399879	0.2610278265
403	0.8716399879	0.2608425184
404	0.8719420115	0.2607215715
405	0.8719420115	0.26061057
406	0.8719420115	0.2605290533
407	0.8725460586	0.2604045595
408	0.8725460586	0.260272031
409	0.8725460586	0.260203153
410	0.8725460586	0.2601311156
411	0.8719420115	0.2599367063
412	0.8719420115	0.2598608258
413	0.8716399879	0.259727538
414	0.8716399879	0.2596194107
415	0.8719420115	0.2594744848
416	0.8719420115	0.2592531701
417	0.8719420115	0.2590375694
418	0.872244035	0.2588633783
419	0.8725460586	0.258654651
420	0.8719420115	0.2585715385
421	0.8719420115	0.2584951196
422	0.8719420115	0.2583418967
423	0.872244035	0.2582561938
424	0.8719420115	0.2581674472
425	0.872244035	0.2580767469
426	0.872244035	0.2579557597
427	0.8719420115	0.2578460423
428	0.8719420115	0.2577264421
429	0.8725460586	0.2576494891
430	0.8728480822	0.2575481442
431	0.8725460586	0.2574800361
432	0.8725460586	0.2572660255
433	0.8725460586	0.2571674955
434	0.8725460586	0.2571242454
435	0.8719420115	0.2568350467
436	0.8719420115	0.2567365057
437	0.8719420115	0.2565903957
438	0.8725460586	0.2564270923
439	0.8725460586	0.2563599678
440	0.8725460586	0.2562462088
441	0.8725460586	0.2561146852
442	0.8725460586	0.2560091634
443	0.8728480822	0.2558880203
444	0.8728480822	0.2557856319
445	0.8728480822	0.2556632157
446	0.8725460586	0.2555947576
447	0.8728480822	0.2553998509
448	0.8731501057	0.2553247613
449	0.8728480822	0.2552047659
450	0.8728480822	0.2551108962
451	0.8731501057	0.2549529641
452	0.8731501057	0.2548939563
453	0.8731501057	0.2548149437
454	0.8731501057	0.2546191962
455	0.8731501057	0.2544162665
456	0.8731501057	0.2543205487
457	0.8731501057	0.2542494631
458	0.8731501057	0.254166665
459	0.8731501057	0.25405825
460	0.8731501057	0.2537709957
461	0.8731501057	0.2537174624
462	0.8731501057	0.2536309318
463	0.8731501057	0.2535239089
464	0.8731501057	0.2533328128
465	0.8731501057	0.2532271912
466	0.8728480822	0.2531382121
467	0.8728480822	0.2530315245
468	0.8728480822	0.2529466977
469	0.8728480822	0.2528502776
470	0.8737541528	0.2527538773
471	0.8731501057	0.2526208229
472	0.8731501057	0.2525409784
473	0.8731501057	0.2523555454
474	0.8737541528	0.2522823121
475	0.8734521293	0.2521231794
476	0.8740561764	0.2520513586
477	0.8740561764	0.2519881426
478	0.8737541528	0.2519174079
479	0.8734521293	0.2518018149
480	0.8734521293	0.2517545907
481	0.8734521293	0.2516441521
482	0.8737541528	0.2515529005
483	0.8737541528	0.2514634127
484	0.8737541528	0.251347009
485	0.8737541528	0.2512655393
486	0.8734521293	0.2510408387
487	0.8734521293	0.2507990371
488	0.8734521293	0.250732489
489	0.8734521293	0.2505618969
490	0.8731501057	0.2504223334
491	0.8728480822	0.250317652
492	0.8734521293	0.2502030333
493	0.8734521293	0.2501356061
494	0.8731501057	0.2500437611
495	0.8728480822	0.2499528816
496	0.8731501057	0.2498033402
497	0.8740561764	0.2497437101
498	0.8737541528	0.2496215468
499	0.8737541528	0.2495680363
500	0.8740561764	0.2494899869
501	0.8740561764	0.2492822597
502	0.8740561764	0.2492182355
503	0.8740561764	0.2490450222
504	0.8737541528	0.2489364614
505	0.8740561764	0.2488290716
506	0.8743581999	0.2487686066
507	0.8743581999	0.248727575
508	0.8743581999	0.2486716536
509	0.8743581999	0.2485100585
510	0.8743581999	0.2484257469
511	0.8746602235	0.2483201175
512	0.8743581999	0.2481890943
513	0.8746602235	0.2480887575
514	0.8749622471	0.2480027445
515	0.8749622471	0.2479278195
516	0.8749622471	0.2478633031
517	0.8755662942	0.2477702537
518	0.8755662942	0.2476754062
519	0.8755662942	0.2475998878
520	0.8749622471	0.2474562413
521	0.8752642706	0.2472741234
522	0.8746602235	0.2471247186
523	0.8749622471	0.2470860055
524	0.8749622471	0.2470157711
525	0.8749622471	0.2468127635
526	0.8746602235	0.2466690646
527	0.8749622471	0.246597
528	0.8749622471	0.2465408177
529	0.8749622471	0.2464697102
530	0.8746602235	0.2463873563
531	0.8749622471	0.2461789031
532	0.8752642706	0.2460782548
533	0.8755662942	0.245943813
534	0.8752642706	0.2458081863
535	0.8752642706	0.2457497516
536	0.8752642706	0.2456907203
537	0.8752642706	0.2455900876
538	0.8752642706	0.245485326
539	0.8752642706	0.2453807529
540	0.8752642706	0.2453075686
541	0.8752642706	0.2451541987
542	0.8752642706	0.2450216535
543	0.8758683177	0.2449157531
544	0.8761703413	0.2447790926
545	0.8761703413	0.2446950645
546	0.8761703413	0.2446169548
547	0.8755662942	0.244461775
548	0.8761703413	0.2442698663
549	0.8764723648	0.244056764
550	0.8764723648	0.2438779306
551	0.877076412	0.2437873971
552	0.877076412	0.2436821585
553	0.877076412	0.2434941122
554	0.8764723648	0.2433467139
555	0.8764723648	0.2432462205
556	0.8764723648	0.2430840646
557	0.8767743884	0.2429951506
558	0.8773784355	0.2427659373
559	0.8773784355	0.2426871688
560	0.8767743884	0.2425503967
561	0.8764723648	0.2424507172
562	0.877076412	0.2422508164
563	0.877076412	0.2421808408
564	0.877076412	0.2421044298
565	0.877076412	0.2420367831
566	0.8767743884	0.2419450193
567	0.8767743884	0.2417876388
568	0.877076412	0.2417305963
569	0.877076412	0.241676832
570	0.877076412	0.2416087405
571	0.8773784355	0.2415324602
572	0.8767743884	0.2414358052
573	0.877076412	0.2413260837
574	0.877076412	0.2412210449
575	0.877076412	0.241185224
576	0.877076412	0.241120591
577	0.877076412	0.2409859716
578	0.8773784355	0.2408330273
579	0.8782845062	0.2407313096
580	0.8782845062	0.2406033653
581	0.8782845062	0.2404447289
582	0.8785865297	0.2403783107
583	0.8785865297	0.2402618527
584	0.8785865297	0.2401436657
585	0.8788885533	0.2399563023
586	0.8788885533	0.2398449114
587	0.8788885533	0.2397137085
588	0.8788885533	0.2396107139
589	0.8788885533	0.2395329261
590	0.8788885533	0.239465636
591	0.8788885533	0.2393246842
592	0.8785865297	0.2392877961
593	0.8785865297	0.2392434869
594	0.8785865297	0.2391054514
595	0.879794624	0.2389196726
596	0.879794624	0.2387765736
597	0.879794624	0.2387097554
598	0.8800966475	0.2385924774
599	0.8800966475	0.2385191028
600	0.8800966475	0.2383665093
601	0.8794926004	0.2382030296
602	0.8794926004	0.2381570683
603	0.879794624	0.2380929294
604	0.879794624	0.2379508757
605	0.879794624	0.2379118498
606	0.879794624	0.2378710358
607	0.8800966475	0.2377079073
608	0.8800966475	0.2375685115
609	0.8800966475	0.2374817856
610	0.8800966475	0.2373530047
611	0.8800966475	0.2372669245
612	0.8800966475	0.2370916784
613	0.8800966475	0.2369832507
614	0.8800966475	0.2369295073
615	0.8800966475	0.2368228348
616	0.8800966475	0.2366641026
617	0.879794624	0.2365587968
618	0.879794624	0.2364903346
619	0.879794624	0.2363694665
620	0.8800966475	0.2362204508
621	0.8803986711	0.2361108919
622	0.8803986711	0.2359954464
623	0.8807006947	0.2358824247
624	0.8810027182	0.2357907725
625	0.8810027182	0.2356966124
626	0.8813047418	0.2356121347
627	0.8810027182	0.2354925667
628	0.8813047418	0.2353203554
629	0.8813047418	0.2351736666
630	0.8813047418	0.2350663823
631	0.8819087889	0.2349280264
632	0.8819087889	0.2348605055
633	0.8819087889	0.2347810596
634	0.8822108124	0.2347072437
635	0.8822108124	0.2346310248
636	0.8822108124	0.2344844921
637	0.8822108124	0.2343852128
638	0.8819087889	0.2342860611
639	0.8819087889	0.2341385242
640	0.8819087889	0.2340642097
641	0.8822108124	0.2339142994
642	0.8822108124	0.2337758402
643	0.8822108124	0.2336121576
644	0.8816067653	0.2334210772
645	0.8816067653	0.2333720557
646	0.8819087889	0.2333152074
647	0.8822108124	0.2332378238
648	0.8822108124	0.2330798318
649	0.882512836	0.2329671643
650	0.882512836	0.2328427404
651	0.8828148596	0.2327309877
652	0.8828148596	0.232633844
653	0.8822108124	0.2324965198
654	0.8822108124	0.2324137824
655	0.882512836	0.2323502689
656	0.882512836	0.2323095588
657	0.882512836	0.2322344782
658	0.882512836	0.2321634335
659	0.882512836	0.2320349466
660	0.882512836	0.2319426348
661	0.882512836	0.2318805012
662	0.882512836	0.2317336724
663	0.882512836	0.2316522393
664	0.8828148596	0.2315890664
665	0.8831168831	0.2314747516
666	0.8831168831	0.2313694126
667	0.8834189067	0.2312734867
668	0.8834189067	0.2311318241
669	0.8834189067	0.2310921727
670	0.8834189067	0.2310401458
671	0.8831168831	0.2308964332
672	0.8828148596	0.2307949315
673	0.8831168831	0.2306522235
674	0.8837209302	0.2305360187
675	0.8837209302	0.2304592553
676	0.8837209302	0.2304007943
677	0.8834189067	0.2302808066
678	0.8834189067	0.2301206178
679	0.8837209302	0.2300277547
680	0.8840229538	0.2299454876
681	0.8840229538	0.2298246734
682	0.8840229538	0.2297334208
683	0.8840229538	0.2296678167
684	0.8837209302	0.2295347212
685	0.8840229538	0.2294388521
686	0.8843249773	0.2293748523
687	0.8846270009	0.2292616645
688	0.8849290245	0.2291968867
689	0.885231048	0.2290329383
690	0.885231048	0.2289613731
691	0.885231048	0.2288357053
692	0.8855330716	0.2287143899
693	0.8855330716	0.228649502
694	0.8855330716	0.2285793357
695	0.8858350951	0.2284918282
696	0.8858350951	0.2284092127
697	0.8855330716	0.2283231274
698	0.8858350951	0.2282589674
699	0.8861371187	0.2281212445
700	0.8861371187	0.228040545
701	0.8861371187	0.2278985918
702	0.8861371187	0.2278616883
703	0.8861371187	0.2277666222
704	0.8864391423	0.2276844875
705	0.8864391423	0.2275369593
706	0.8867411658	0.2274337598
707	0.8864391423	0.2273571753
708	0.8867411658	0.2272353081
709	0.8870431894	0.2271013721
710	0.8870431894	0.2269717076
711	0.8870431894	0.2269040326
712	0.8870431894	0.2268265743
713	0.8870431894	0.2267469975
714	0.8870431894	0.2266510113
715	0.8873452129	0.2265305831
716	0.8873452129	0.2264516252
717	0.8873452129	0.2263353606
718	0.8876472365	0.2262353796
719	0.8876472365	0.2261584282
720	0.8876472365	0.2260116686
721	0.88794926	0.2259367586
722	0.88794926	0.2258910526
723	0.88794926	0.2258304266
724	0.88794926	0.2257572812
725	0.88794926	0.2257192467
726	0.8882512836	0.2256383181
727	0.8882512836	0.2255693037
728	0.8885533072	0.2254886019
729	0.8885533072	0.2253712713
730	0.8885533072	0.2252356265
731	0.8885533072	0.2251078529
732	0.8882512836	0.2250533332
733	0.8882512836	0.2249814163
734	0.8882512836	0.2249133555
735	0.8882512836	0.2248044863
736	0.8882512836	0.2246960896
737	0.8882512836	0.2246438286
738	0.8882512836	0.2245053816
739	0.8885533072	0.2244208638
740	0.8882512836	0.2243358712
741	0.8882512836	0.2242829693
742	0.8882512836	0.22416435
743	0.8885533072	0.2240421806
744	0.8885533072	0.2239692953
745	0.8888553307	0.2238863387
746	0.8888553307	0.2237368618
747	0.8888553307	0.2236730236
748	0.8891573543	0.2235257946
749	0.8891573543	0.223430373
750	0.8894593778	0.2233398168
751	0.8894593778	0.2232741392
752	0.8894593778	0.2231882369
753	0.8894593778	0.2230567504
754	0.8894593778	0.2229444155
755	0.8894593778	0.2228549029
756	0.8900634249	0.222737903
757	0.8903654485	0.2226058742
758	0.8903654485	0.2224996949
759	0.8903654485	0.2224175623
760	0.8903654485	0.2222923557
761	0.8906674721	0.2221756682
762	0.8903654485	0.2220792813
763	0.8903654485	0.2219462189
764	0.8900634249	0.2218681509
765	0.8900634249	0.221832406
766	0.8900634249	0.2217022199
767	0.8909694956	0.2215817858
768	0.8912715192	0.2214782571
769	0.8909694956	0.2214004793
770	0.8909694956	0.2212913481
771	0.8909694956	0.2211898773
772	0.8912715192	0.2211260091
773	0.8909694956	0.2210620115
774	0.8909694956	0.2209310094
775	0.8909694956	0.2208389426
776	0.8912715192	0.2208014155
777	0.8912715192	0.220744079
778	0.8915735427	0.220699299
779	0.8912715192	0.2205985533
780	0.8912715192	0.2205201843
781	0.8912715192	0.2203991373
782	0.8912715192	0.2203474496
783	0.8912715192	0.2202481339
784	0.8909694956	0.2201345171
785	0.8909694956	0.2200123527
786	0.8912715192	0.2199074505
787	0.8912715192	0.2198463145
788	0.8912715192	0.2197724132
789	0.8912715192	0.2197073615
790	0.8915735427	0.2196402033
791	0.8924796134	0.2195073589
792	0.8921775899	0.2194487228
793	0.8924796134	0.2193827984
794	0.8924796134	0.2193327678
795	0.892781637	0.2192536654
796	0.8924796134	0.2191380298
797	0.892781637	0.2190457016
798	0.8924796134	0.2189913755
799	0.8921775899	0.2188966469
800	0.892781637	0.2187971334
801	0.8933856841	0.2186833524
802	0.8930836605	0.2186141083
803	0.8933856841	0.2185074193
804	0.8933856841	0.2184420883
805	0.8936877076	0.2183384019
806	0.8936877076	0.2182773899
807	0.8933856841	0.2182105181
808	0.8933856841	0.2181072957
809	0.8930836605	0.2180127882
810	0.8936877076	0.2179207497
811	0.8933856841	0.2178138677
812	0.8933856841	0.2177498272
813	0.8936877076	0.2176377429
814	0.8936877076	0.2175827732
815	0.8939897312	0.2175492503
816	0.8939897312	0.2174771647
817	0.8942917548	0.2174420164
818	0.8942917548	0.2173364173
819	0.8945937783	0.2173032475
820	0.8945937783	0.2172293936
821	0.8945937783	0.21711899
822	0.8945937783	0.216959112
823	0.8945937783	0.2169007895
824	0.8948958019	0.2168456608
825	0.8951978254	0.2167581203
826	0.8951978254	0.2166900019
827	0.8951978254	0.2165527235
828	0.8951978254	0.2165023993
829	0.8951978254	0.2164572305
830	0.8951978254	0.2163866965
831	0.8951978254	0.2163209338
832	0.8951978254	0.2161576826
833	0.8951978254	0.2160964987
834	0.8951978254	0.2160496515
835	0.8951978254	0.2159767168
836	0.895499849	0.2159240399
837	0.895499849	0.2158022623
838	0.895499849	0.2157573766
839	0.895499849	0.2156354389
840	0.895499849	0.2155882448
841	0.895499849	0.2154781881
842	0.895499849	0.2154320316
843	0.895499849	0.2152896198
844	0.895499849	0.2151781684
845	0.8958018725	0.2150550489
846	0.8958018725	0.2149097116
847	0.8958018725	0.2148234916
848	0.8958018725	0.2147504829
849	0.8958018725	0.2146865915
850	0.8958018725	0.2146433647
851	0.8958018725	0.2146107432
852	0.8958018725	0.2145451357
853	0.8958018725	0.2144736746
854	0.8958018725	0.2144273928
855	0.8958018725	0.2143575206
856	0.8958018725	0.2142488243
857	0.8958018725	0.2141376766
858	0.8958018725	0.214083644
859	0.8958018725	0.213967342
860	0.8958018725	0.2139359626
861	0.8958018725	0.2138358637
862	0.8961038961	0.2137438272
863	0.8961038961	0.21361025
864	0.8961038961	0.2134969533
865	0.8961038961	0.2134061739
866	0.8958018725	0.2133401814
867	0.8958018725	0.213198783
868	0.8958018725	0.2130886389
869	0.8961038961	0.2130182637
870	0.8958018725	0.2129142444
871	0.8958018725	0.212799239
872	0.8958018725	0.2127601606
873	0.8958018725	0.212675399
874	0.8961038961	0.2125747093
875	0.8961038961	0.2124803309
876	0.8961038961	0.212430479
877	0.8961038961	0.2123012064
878	0.8961038961	0.2122192442
879	0.8961038961	0.2121228701
880	0.8961038961	0.2120084861
881	0.8961038961	0.2118912148
882	0.8961038961	0.2118274474
883	0.8961038961	0.2117651593
884	0.8961038961	0.2116666102
